,Indicator Name,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0
0,Travel services (% of commercial service imports),38.989215099351284,41.73180478959754,41.53447945649518,41.15969640752732,41.06640057843482,40.48037916557611,39.10900604355837,38.654844041581136,36.90303535486376,37.959215028132775,37.302617678592,35.43807061020151,35.544959766745414,34.3258326355207,34.5074929746172,33.3285495779816,33.37656044365476,33.067792897692314,32.517920841115064,31.88853080137862,30.48890765498009,30.600659119591477,11.584570413652841,11.70102608333821,26.234877797323275
1,Merchandise imports (current US$),321231000000.0,324899000000.0,339643000000.0,340963000000.0,360333000000.0,394573000000.0,469732000000.0,521919000000.0,615683000000.0,644565000000.0,668600000000.0,522860000000.0,592271000000.0,680939000000.0,702840000000.0,662160000000.0,694126000000.0,630003000000.0,636731000000.0,641002000000.0,672450000000.0,696208000000.0,638251000000.0,694635000000.0,823866000000.0
2,Insurance and financial services (% of commercial service imports),4.916084195745663,5.23076252894228,5.35549781770912,6.015551517107878,7.7613662286673515,10.064091232720397,10.0906236033714,9.234902147999852,10.516197363935234,9.054257590778267,8.2325648709308,9.333585096078199,8.442761560038406,9.58909488501845,8.20768710707979,9.420930448653783,9.824708062329524,9.5879366037172,10.288403095440444,10.351645297098194,10.669285865842072,9.53316866966799,10.695620462845378,11.518113102153873,9.113237471622723
3,Agricultural raw materials imports (% of merchandise imports),1.768275397017693,1.678239651388514,1.5338261800071022,1.4587139761279106,1.5356733530614393,1.5183927096242487,1.4424349772691503,1.3858472357581162,1.257539066790752,1.3233239539778916,1.1175388075158375,0.8412352862119734,1.1487793913898874,1.0987642180884662,0.9705359958976596,1.151674497606311,1.2489864110513378,1.263144396902886,1.1694769703252264,1.1861942551100548,1.2807378343047795,1.156692729873372,1.2458540656518793,1.4869527942149015,1.1851567225684967
4,Urban population,45931122.0,46119137.0,46319551.0,46557334.0,46930583.0,47323791.0,47767769.0,48269624.0,48798541.0,49351705.0,49913475.0,50463084.0,51030310.0,51600211.0,52130345.0,52650595.0,53209683.0,53802927.0,54382825.0,54923317.0,55426598.0,55909924.0,56283168.0,56403972.0,56522531.0
5,Rural population,12556019.0,12563329.0,12572963.0,12562339.0,12439896.0,12323786.0,12220136.0,12131582.0,12048279.0,11970758.0,11893520.0,11813186.0,11736055.0,11658599.0,11569870.0,11477678.0,11392615.0,11313292.0,11228768.0,11135542.0,11033746.0,10926403.0,10798066.0,10622328.0,10448880.0
6,"Population, male",28466582.0,28576570.0,28695232.0,28822894.0,28964154.0,29120962.0,29309526.0,29533818.0,29773916.0,30029168.0,30290652.0,30543717.0,30805860.0,31069406.0,31309446.0,31543950.0,31799385.0,32074811.0,32340918.0,32581496.0,32798279.0,33000535.0,33133126.0,33112737.0,33094847.0
7,"Age dependency ratio, old (% of working-age population)",24.286610979418352,24.181383180527096,24.10017970085818,24.061414361380407,24.036085804663692,24.009684094455615,23.996252164935896,23.964330365515075,23.916258266640288,23.95339565805473,24.123855751288925,24.408171122721726,24.751090106546854,25.23474978701389,25.919729049882356,26.598743112487398,27.154107740292183,27.603332963933397,27.98563949767478,28.35783526264323,28.731812467802825,29.138519780705675,29.48931512065109,29.825443179883603,30.25387789805483
8,"Population ages 80 and above, female (% of female population)",5.21450226224771,5.17432405384425,5.24171840703246,5.36296975233902,5.4485083943087,5.48574785329755,5.50954670574222,5.5369265949206,5.56412339178492,5.58605367313628,5.59525758404192,5.61918316215521,5.65863812640142,5.70130670419849,5.72978824534813,5.7355967038829,5.74995851303165,5.7636184437446,5.78107319275654,5.81704181253756,5.85927418669379,5.92284233982964,5.96650647371989,5.99366153224939,6.06032830730437
9,"Population ages 70-74, female (% of female population)",4.34074285043995,4.28567263716161,4.24987253734445,4.22080583157209,4.18896322417984,4.14654836032473,4.09677293455369,4.05552265984464,4.02815101818035,4.02246955630193,4.0422712654,4.06553290343394,4.06215540914414,4.03927849350307,4.04147562841903,4.09863915023735,4.19950278879384,4.32963115027704,4.52854220173624,4.79487140773342,5.00724823060435,5.11474712717322,5.16230830655499,5.12231572491343,4.9841100464154104
10,"Population ages 65 and above, male",3797108.0,3820095.0,3851236.0,3892333.0,3939984.0,3991071.0,4046156.0,4101718.0,4155820.0,4222917.0,4310408.0,4412536.0,4522983.0,4655368.0,4816898.0,4976379.0,5116754.0,5240447.0,5349200.0,5450810.0,5551600.0,5659151.0,5747322.0,5807861.0,5889833.0
11,"Population ages 65-69, female (% of female population)",4.6164158726545,4.56071407521576,4.51422768235362,4.48422767842371,4.4810130521481,4.50633082973158,4.53325383075353,4.52856305485587,4.49939686097182,4.49300120301907,4.54270517828544,4.63818136283081,4.76601687321166,4.96886596641298,5.24323131154814,5.45847124516344,5.56069341279372,5.59959096313639,5.54534046396653,5.38257089193725,5.22880829447936,5.15147072769641,5.1222341640875,5.14543244818026,5.21566365643362
12,"Population ages 55-59, female (% of female population)",5.17680827418793,5.30010671954852,5.45990696758845,5.70002958133788,6.01671430513708,6.26173522374002,6.36872863038854,6.39509147312063,6.3124305897378,6.10311820041002,5.89926500029635,5.78049711700414,5.71624001952857,5.71181335078199,5.76097241855731,5.83577346587968,5.92848169614415,6.05294398085513,6.19440443995245,6.33393414796276,6.47359954817213,6.61626910817823,6.74440451157643,6.82354440688171,6.851380004257
13,"Population ages 45-49, female (% of female population)",6.41093174661085,6.30514470799124,6.25476856145407,6.26302108873985,6.32418581934501,6.40709476413461,6.5022284324333,6.62627601944154,6.76441772156954,6.89424434458124,7.01975664668717,7.14679276661945,7.25222166102168,7.30255100664838,7.30282451927893,7.26836038610405,7.19632436102011,7.10106468600923,7.0198624693173,6.92389913835049,6.77705400810005,6.59936708212994,6.40873936898931,6.20031378759719,6.01043147958912
14,"Population ages 35-39, female (% of female population)",7.38604969722208,7.54945149449752,7.68800389587515,7.76415015273124,7.78328688570132,7.75636378335358,7.67944077463846,7.57093580548922,7.47391926104262,7.35994900863804,7.19039326209933,6.98748254536785,6.76671730822673,6.52251905694067,6.29797633269808,6.16225198328136,6.14068852739535,6.21391069483678,6.32559350915299,6.44118652608342,6.53628935766335,6.57077503036537,6.56176660728082,6.54957914388929,6.55711493432201
15,"Population ages 25-29, female (% of female population)",7.19443761888346,6.97294054591223,6.73914985018478,6.48777387256566,6.26439059946904,6.13775622915176,6.1328298749358,6.2308172564908,6.37133712521679,6.51754297114154,6.64567869965764,6.71298838405207,6.72746803913211,6.72769444131632,6.73664130489522,6.75341286730498,6.75520037399993,6.74325562868713,6.73286488554624,6.7052023742923,6.64515101129296,6.56920728906233,6.47940835125387,6.37575648371653,6.28407775945761
16,"Population ages 15-64, total",37976019.0,38179615.0,38411614.0,38661576.0,38933315.0,39224731.0,39543896.0,39917314.0,40315048.0,40682733.0,40985517.0,41224543.0,41444114.0,41607173.0,41663167.0,41710813.0,41827620.0,41987013.0,42139473.0,42264767.0,42381437.0,42504702.0,42589297.0,42509883.0,42435360.0
